comment_id,text,video_id,video_title
UgwA0YI8h-bTbeiBCSx4AaABAg,i got rickrolled,dQw4w9WgXcQ,Unknown
UgxFPWXglRjmcvLXUlN4AaABAg,"Not Cool, Red Stick Figure",dQw4w9WgXcQ,Unknown
UgynoW53_r2SGbPguJx4AaABAg,Rickroll was died by DCMA,dQw4w9WgXcQ,Unknown
UgxWFtfKcovQLX4J3zZ4AaABAg,I just found this from a caseoh vid✌️,dQw4w9WgXcQ,Unknown
Ugzq--PX3Uv9wdnvCGJ4AaABAg,THE AD SAVED ME,dQw4w9WgXcQ,Unknown
UgxHGnUEyPHC_pDOBHB4AaABAg,BATTLEFRONT 3!!!!!!!!,dQw4w9WgXcQ,Unknown
Ugxx2b072500azeWJ594AaABAg,Meu filho adora essa música ❤tem 8 anos curtimos no carro.. adoro vê lo cantar.❤😂,dQw4w9WgXcQ,Unknown
UgxEkT6_dRjWisWErAd4AaABAg,Tu eres richtoriado tu:🤡🤡🤡🤡,dQw4w9WgXcQ,Unknown
UgzVlmXYZrT5aZvkuCZ4AaABAg,Vim pelo Bistecone ksksksksksk,dQw4w9WgXcQ,Unknown
UgxTgflZyjtKncg00hh4AaABAg,Haha,dQw4w9WgXcQ,Unknown
UgzHOYWH8eIoIaa7jsZ4AaABAg,the backrooms wiki just rickrollwd me agai shdhbdd,dQw4w9WgXcQ,Unknown
UgzFPEnzUXTKPwYSyb54AaABAg,What the hell is this dude i got rick rolled freaking hate this,dQw4w9WgXcQ,Unknown
Ugw_JrPzgoVTRPAVBtl4AaABAg,❤❤❤❤forever 😻,dQw4w9WgXcQ,Unknown
Ugx0jnoZrAhu9ie8-fN4AaABAg,BLOCK STRIKE!!,dQw4w9WgXcQ,Unknown
UgzdZPGikAPoTUA692d4AaABAg,Banger 2025,dQw4w9WgXcQ,Unknown
UgwHGh93di8YEtAPf2F4AaABAg,Good song🎉no lie 👏,dQw4w9WgXcQ,Unknown
UgxNlrXpUN5W_bn1JHl4AaABAg,wait this isn’t free vbucks,dQw4w9WgXcQ,Unknown
UgyBhPkxboO7Q0m1NYN4AaABAg,Dam even YouTube Rick rolling me,dQw4w9WgXcQ,Unknown
UgwT1mr2vnBa60b-PFF4AaABAg,There was a thing in my hotel room that said WiFi code with a QR code and it led to this,dQw4w9WgXcQ,Unknown
UgwHKFELdsd7QBpk-5x4AaABAg,Rick rolled by An Elmwood Trail 😂,dQw4w9WgXcQ,Unknown
UgwhjmabNkSk94nkXhN4AaABAg,from israel.and you?,dQw4w9WgXcQ,Unknown
Ugx2Bp7Ka8eaoxHmeJR4AaABAg,"heck, i was rickrolled by myself",dQw4w9WgXcQ,Unknown
UgwhvJQBQVGCrNVHoTZ4AaABAg,Who’s here from the Fenix A321-200 😏,dQw4w9WgXcQ,Unknown
UgxJbGJKw1VQiN6L9lt4AaABAg,"I fell for that takedown post, goddammit.",dQw4w9WgXcQ,Unknown
UgxU3otN4VBmmSJ146N4AaABAg,I got Rick rolled by chat gpt,dQw4w9WgXcQ,Unknown
Ugzv0wPF8oADGTYgO6R4AaABAg,Damn thats rough,dQw4w9WgXcQ,Unknown
UgxQyBHqhOctg5Kp3pt4AaABAg,wait this is not free robux...,dQw4w9WgXcQ,Unknown
UgxwJ4FhHLLXCoRrTIB4AaABAg,It’s so good!,dQw4w9WgXcQ,Unknown
Ugwkn5CKba5UaBhmY414AaABAg,Peak,dQw4w9WgXcQ,Unknown
Ugy7jOpj-lExeoVYvch4AaABAg,Watching this over 36 years after this thing came out I’m old 💀,dQw4w9WgXcQ,Unknown
UgzSLACGG-b5bjs6tvB4AaABAg,"If someone rick rolled me, i get more excited cause i like this so much",dQw4w9WgXcQ,Unknown
Ugx1i6oLuUW6b8tEYx14AaABAg,H1T1 gave us this link 😌,dQw4w9WgXcQ,Unknown
UgyOiNfcfILFlixFz-h4AaABAg,"got rickrolled by chat gpt, as he fails to deliver an edit 3 times earlier😔",dQw4w9WgXcQ,Unknown
UgyLOu6dbnJC_s4CPaZ4AaABAg,I sent this to my group chat😂😂,dQw4w9WgXcQ,Unknown
Ugwdhg30YUipm62HDfV4AaABAg,This is too emotional and nice😭😭😭😭😭😭❤❤❤❤❤❤,dQw4w9WgXcQ,Unknown
Ugy8ls-JpnX-xkwdNWh4AaABAg,I trolled someone and acted like i they gonna get a free bitcoin and they told me to go fuck myself🥲,dQw4w9WgXcQ,Unknown
Ugy6Tc-Fs-kR8QJxpLR4AaABAg,song still slaps in big 25,dQw4w9WgXcQ,Unknown
UgxenvwlwX8n5xMBwax4AaABAg,COLOOOOOON!,dQw4w9WgXcQ,Unknown
UgxBirQrjy2z9PmfwpF4AaABAg,why i didnt get bobuk,dQw4w9WgXcQ,Unknown
UgzoSMDzu66SNAzeiZ14AaABAg,I remember,dQw4w9WgXcQ,Unknown
UgwoAWVQNLa55aFJ8wF4AaABAg,whos here in 2025,dQw4w9WgXcQ,Unknown
Ugy7lOrKOxdi1yDEYmN4AaABAg,Xd,dQw4w9WgXcQ,Unknown
UgzQA1uhRyLK5SApMYV4AaABAg,1.6 billion done. 6.6 billion left.,dQw4w9WgXcQ,Unknown
